clade_name	sub-MIC015	sub-MIC105	sub-MIC104	sub-MIC103	sub-MIC102	sub-MIC101	sub-MIC100	sub-MIC099	sub-MIC098	sub-MIC014	sub-MIC097	sub-MIC096	sub-MIC095	sub-MIC094	sub-MIC093	sub-MIC092	sub-MIC091	sub-MIC090	sub-MIC088	sub-MIC087	sub-MIC013	sub-MIC085	sub-MIC084	sub-MIC083	sub-MIC082	sub-MIC081	sub-MIC080	sub-MIC079	sub-MIC078	sub-MIC077	sub-MIC076	sub-MIC012	sub-MIC073	sub-MIC072	sub-MIC071	sub-MIC070	sub-MIC069	sub-MIC068	sub-MIC065	sub-MIC064	sub-MIC063	sub-MIC061	sub-MIC010	sub-MIC060	sub-MIC059	sub-MIC057	sub-MIC056	sub-MIC053	sub-MIC052	sub-MIC051	sub-MIC049	sub-MIC048	sub-MIC017	sub-MIC016	sub-MIC003	sub-MIC002	sub-MIC047	sub-MIC009	sub-MIC046	sub-MIC045	sub-MIC044	sub-MIC043	sub-MIC042	sub-MIC041	sub-MIC040	sub-MIC039	sub-MIC038	sub-MIC037	sub-MIC008	sub-MIC036	sub-MIC035	sub-MIC034	sub-MIC033	sub-MIC032	sub-MIC031	sub-MIC029	sub-MIC028	sub-MIC027	sub-MIC026	sub-MIC005	sub-MIC025	sub-MIC024	sub-MIC023	sub-MIC022	sub-MIC021	sub-MIC020	sub-MIC019	sub-MIC018
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Harryflintia___s__Harryflintia_acetispora	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Negativibacillus___s__Negativibacillus_massiliensis	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Phocea___s__Phocea_massiliensis	0	0	0	0	0	0	0	4	0	0	4	6	0	0	0	5	0	8	0	0	0	0	0	0	0	17	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus___s__Ruminococcus_bicirculans	0	0	0	0	46	0	0	0	0	0	82	0	135	0	0	0	151	0	0	0	9	0	20	91	28	236	257	0	106	0	2015	7	3192	0	95	304	12	0	0	16	266	0	0	230	0	231	85	0	127	0	0	0	0	63	0	0	0	37	0	103	0	0	0	0	0	0	40	23	0	0	0	0	55	8	0	0	0	10	0	13	0	0	487	49	0	55	0	12
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus___s__Ruminococcus_bromii	70	0	0	0	0	0	6	0	0	0	13	0	0	0	72	0	0	88	0	0	0	0	0	0	24	0	0	0	0	13	0	0	955	0	147	0	8	0	0	10	272	0	8	0	0	0	28	0	132	0	0	0	12	21	61	0	60	0	0	59	0	0	0	0	104	0	138	40	0	0	0	105	43	103	59	154	0	0	0	0	0	0	8	0	0	0	8	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus___s__Ruminococcus_callidus	133	0	65	0	9	0	2	0	0	0	0	45	139	0	8	0	5	0	0	9	15	10	49	3	55	0	0	0	0	123	0	0	0	0	0	0	0	237	0	0	0	0	0	0	69	18	0	0	4	0	0	0	9	16	0	0	17	47	6	11	68	0	0	92	0	0	0	0	0	0	0	81	0	9	0	0	0	10	164	0	0	0	0	25	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus___s__Ruminococcus_champanellensis	0	0	0	0	197	0	0	0	108	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruthenibacterium___s__Ruthenibacterium_lactatiformans	0	10	8	0	6	0	0	15	0	11	15	0	0	0	0	23	0	24	0	0	0	0	7	16	5	30	0	0	11	4	69	0	24	9	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	15	0	3	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Intestinibacter___s__Intestinibacter_bartlettii	0	52	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	17	0	40	27	8	16	0	4	0	8	181	0	0	0	0	18	0	0	0	0	0	0	139	31	0	58	20	0	0	0	0	0	12	0	0	0	11	10	0	0	0	0	0	0	0	7	0	0	0	18	0	0	0	0	0	0	0	6	0	0	28	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Peptostreptococcus___s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Acidaminococcus___s__Acidaminococcus_fermentans	0	0	0	0	0	0	8	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Acidaminococcus___s__Acidaminococcus_intestini	0	85	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Phascolarctobacterium___s__Phascolarctobacterium_faecium	6	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	1611	0	0	0	4	10815	0	0	14	0	2	0	0	0	1478	0	0	361	62	125	0	0	0	2676	0	0	0	58	402	0	0	0	0	0	54	0	0	10	0	309	0	17	0	73	0	228	18	0	0	0	0	0	0	0	0	0	13	0	0	0	8	0	0	6	8	0	170	0	0	39	0	10
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Phascolarctobacterium___s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	150	267	73	6	0	0	29	0	0	342	0	568	0	53	0	0	60	19	0	0	0	2756	2403	0	0	0	0	0	0	0	0	0	24	0	126	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	220	0	0	0	9	0	0	0	0	42	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Megamonas___s__Megamonas_funiformis	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Mitsuokella___s__Mitsuokella_jalaludinii	0	0	0	0	17	59	0	0	0	0	0	0	67	88	53	0	0	0	0	48	0	0	289	64	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	8	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Mitsuokella___s__Mitsuokella_multacida	0	0	0	96	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Allisonella___s__Allisonella_histaminiformans	0	0	0	0	12	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	58	5	22	0	0	0	58	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Dialister___s__Dialister_invisus	50	436	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	42	0	0	55	0	0	0	0	0	11	0	0	0	0	2783	0	0	6998	0	0	0	0	27	25	0	0	0	0	0	0	0	0	0	0	0	0	26	13	0	0	0	304	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	8
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Dialister___s__Dialister_propionicifaciens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Dialister___s__Dialister_succinatiphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Megasphaera___s__Megasphaera_elsdenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Megasphaera___s__Megasphaera_hexanoica	0	0	0	0	0	0	0	54	0	0	0	0	26	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella___s__Veillonella_atypica	0	0	0	12	0	0	0	0	0	0	11	10	0	0	0	0	0	0	10	0	0	9	0	9	0	0	35	0	4	38	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella___s__Veillonella_dispar	0	0	0	0	24	0	0	0	36	0	18	0	0	5	0	0	0	0	46	0	0	17	46	110	0	0	206	25	93	0	0	0	124	98	0	0	0	0	0	3	0	56	4	8	29	30	0	36	0	0	8	0	4	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	20	0	0	20	0	5	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella___s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella___s__Veillonella_rogosae	0	42	0	0	0	0	0	0	26	0	0	19	5	0	0	0	7	0	0	0	0	0	0	36	0	7	18	44	0	65	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	12	0	0	0	0	0	17	4	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella___s__Veillonella_tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	24	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_bouchesdurhonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_caccae	21	193	0	193	0	6	0	546	0	612	275	0	0	0	0	620	110	561	0	12	87	0	0	0	236	2611	932	347	61	205	1980	146	510	312	865	122	0	182	0	182	0	0	323	13	128	0	186	0	5	4	233	0	8	66	85	0	119	103	114	0	311	74	484	352	222	14	0	463	0	522	170	0	0	32	316	0	0	27	0	23	178	0	269	0	0	159	53	69
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_clarus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_coprocola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	4614	0	255	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	175	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_coprophilus	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_cutis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_eggerthii	33	0	0	0	0	0	0	1452	32	0	0	0	0	0	0	1746	48	0	0	0	0	0	0	0	9	0	0	0	173	448	0	276	3044	0	0	143	0	19	0	0	234	42	18	0	0	0	175	0	0	0	1179	0	0	348	0	0	0	0	0	0	399	0	871	14	0	0	4034	0	0	0	0	0	0	0	0	642	0	0	16	34	31	0	0	0	0	9	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	666	0	0	43	21	0	0	0	0	0	0	196	143	0	0	227	0	0	0	165	0	0	0	0	0	0	0	0	0	0	22	0	0	0	58	0	0	0	0	0	0	0	0	0	79	100	0	393	38	0	0	1836	0	33	0	334	37	8	0	0	169	0	0	0	0	0	0	0	0	196	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_fragilis	32	0	0	0	0	0	0	79	67	196	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	2954	0	0	0	0	1372	57	1008	101	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	26	0	0	0	0	0	102	0	0	106	0	0	121	0	0	7	238	0	0	0	14	80	47	0	20	0	419	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_intestinalis	0	938	7	0	328	0	0	0	0	0	0	0	0	0	0	0	183	347	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	9	0	0	0	0	64	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	107	0	0	0	0	0	16	71	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_massiliensis	834	3390	0	1279	0	0	0	0	0	0	1772	6158	0	0	0	0	0	93	34	0	0	0	0	0	0	0	0	559	0	976	0	0	486	1244	107	198	0	0	0	0	0	0	272	0	494	0	251	0	30	0	0	0	0	0	0	12765	338	0	0	0	1258	415	0	528	0	0	0	0	261	3636	2665	0	0	0	0	2108	338	0	0	1653	4568	0	0	0	0	362	0	145
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_nordii	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	735	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	43	0	9	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_ovatus	0	410	0	18	14	0	0	9	0	0	106	0	0	0	0	8	0	19	27	0	15	54	25	0	403	1109	0	188	254	74	74	0	1172	86	543	0	0	0	0	0	55	366	0	669	40	0	63	0	50	0	30	0	20	0	0	0	140	0	14	16	12	0	30	0	295	0	0	48	60	0	43	76	0	0	84	17	250	0	0	22	24	54	126	10	0	18	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_plebeius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	944	0	0	0	0	0	0	0	0	0	353	0	0	0	8589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_salyersiae	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_sartorii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_stercoris	77	489	0	67	0	0	0	0	0	390	0	114	0	0	0	0	73	0	0	11	0	481	11	0	288	5623	0	126	332	650	1046	0	1206	878	0	3372	0	0	0	12	0	643	0	0	724	0	47	0	16	0	1070	0	50	233	0	82	0	0	0	0	301	1633	0	232	653	0	0	0	41	0	5577	8417	33	0	0	0	2124	0	0	53	0	0	0	0	0	0	0	98
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_thetaiotaomicron	18	295	48	34	16	0	0	29	0	82	128	231	0	0	0	43	87	10	18	41	7	52	535	34	56	926	278	144	136	177	479	618	268	135	396	270	0	199	40	65	91	363	37	394	93	0	177	0	0	0	24	0	12	46	0	138	25	41	74	104	129	32	307	135	160	69	0	211	111	207	416	46	34	9	140	23	428	6	220	30	26	13	36	0	0	313	3	85
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_uniformis	334	2617	102	289	52	7	0	1065	25	55	385	1079	22	0	0	1296	513	267	6	199	0	32	69	43	132	0	932	583	211	1631	2568	974	3781	3083	187	3024	0	441	127	0	1562	1052	80	241	909	0	189	1379	24	57	609	0	84	96	5	462	628	39	129	1803	392	127	191	274	2199	26	5714	315	95	924	364	598	288	42	48	1044	973	0	24	42	28	106	727	0	0	33	83	55
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides___s__Bacteroides_vulgatus	87	11649	191	1981	1007	0	9	2038	640	6090	8869	463	48	0	63	2521	586	750	330	101	114	924	185	99	386	16339	549	118	643	3840	10597	1197	1993	3666	9236	2042	0	280	0	43	42	14826	383	2192	1554	0	353	0	88	40	5097	0	82	764	0	5097	3298	278	499	649	1298	3725	6983	113	504	567	5972	1423	0	535	2119	9925	4779	18	228	342	1537	30	145	469	2437	710	730	23	11	289	71	268
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae___g__Barnesiella___s__Barnesiella_intestinihominis	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	68	0	0	0	0	0	0	0	954	0	0	0	0	1036	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae___g__Coprobacter___s__Coprobacter_secundus	0	0	0	0	8	0	0	5	0	27	21	0	0	0	0	9	17	0	0	0	6	0	0	6	3	0	0	10	11	0	0	0	0	0	88	0	0	0	11	0	0	0	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	26	57	0	13	0	0	2	6	0	0	0	0	0	4	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Butyricimonas___s__Butyricimonas_synergistica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Butyricimonas___s__Butyricimonas_virosa	13	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	56	0	0	0	0	46	8	8	0	0	0	0	0	11	73	0	0	84	100	1006	0	16	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	16	0	0	0	0	75	0	20	0	0	148	26	0	0	0	0	0	0	0	0	61	0	0	0	4	25	0	0	0	31	0	0	0	0	0
