clade_name	sub-MIC015	sub-MIC105	sub-MIC104	sub-MIC103	sub-MIC102	sub-MIC101	sub-MIC100	sub-MIC099	sub-MIC098	sub-MIC014	sub-MIC097	sub-MIC096	sub-MIC095	sub-MIC094	sub-MIC093	sub-MIC092	sub-MIC091	sub-MIC090	sub-MIC088	sub-MIC087	sub-MIC013	sub-MIC085	sub-MIC084	sub-MIC083	sub-MIC082	sub-MIC081	sub-MIC080	sub-MIC079	sub-MIC078	sub-MIC077	sub-MIC076	sub-MIC012	sub-MIC073	sub-MIC072	sub-MIC071	sub-MIC070	sub-MIC069	sub-MIC068	sub-MIC065	sub-MIC064	sub-MIC063	sub-MIC061	sub-MIC010	sub-MIC060	sub-MIC059	sub-MIC057	sub-MIC056	sub-MIC053	sub-MIC052	sub-MIC051	sub-MIC049	sub-MIC048	sub-MIC017	sub-MIC016	sub-MIC003	sub-MIC002	sub-MIC047	sub-MIC009	sub-MIC046	sub-MIC045	sub-MIC044	sub-MIC043	sub-MIC042	sub-MIC041	sub-MIC040	sub-MIC039	sub-MIC038	sub-MIC037	sub-MIC008	sub-MIC036	sub-MIC035	sub-MIC034	sub-MIC033	sub-MIC032	sub-MIC031	sub-MIC029	sub-MIC028	sub-MIC027	sub-MIC026	sub-MIC005	sub-MIC025	sub-MIC024	sub-MIC023	sub-MIC022	sub-MIC021	sub-MIC020	sub-MIC019	sub-MIC018
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Hydrogenoanaerobacterium	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	0	5	0	3	0	0	0	3	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	6	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Negativibacillus	0	4	12	0	0	0	0	0	0	0	4	9	0	0	0	0	4	13	0	45	0	0	4	0	0	0	5	30	0	11	0	6	21	0	41	6	14	0	0	0	5	0	0	0	0	0	12	0	0	0	0	0	0	2	4	0	0	0	0	4	5	0	7	0	9	0	0	0	0	0	14	0	0	12	0	52	15	0	0	10	0	0	6	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Paludicola	4	0	0	0	0	0	0	0	149	0	0	0	15	0	7	0	0	8	0	0	0	6	17	3	8	0	43	6	0	0	25	0	10	12	8	0	0	0	0	0	17	0	0	10	6	26	13	0	0	0	0	0	0	0	0	9	0	0	32	0	0	0	0	0	0	0	0	0	4	0	0	0	0	41	31	110	0	0	5	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Phocea	0	0	0	0	0	0	0	4	0	0	4	6	0	0	0	5	0	8	0	0	0	7	0	0	0	17	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruminococcus	390	274	65	85	359	296	30	294	369	0	160	293	294	19	134	330	328	316	237	222	80	140	684	352	236	281	428	355	175	639	2749	227	4872	2024	477	465	122	286	86	176	753	0	57	398	290	307	812	0	532	96	111	81	95	100	334	192	294	84	476	208	196	33	397	92	371	29	385	108	177	153	117	358	149	122	1210	234	249	191	344	57	7	93	505	116	49	187	29	19
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Ruthenibacterium	1	10	8	0	6	0	0	15	0	11	15	0	0	0	0	23	0	24	0	0	0	0	7	16	5	30	0	0	11	4	69	0	24	9	0	0	0	0	0	0	15	0	0	0	4	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	15	0	3	0	0	0	0	0	8	0	0	0	0	39	6	0	0	0	2	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__Subdoligranulum	0	0	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	50	0	0	0	0	89	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Oscillospirales___f__Ruminococcaceae___g__[Eubacterium] siraeum group	0	0	42	95	315	331	0	9	522	0	107	0	27	0	50	19	1934	634	4	419	0	1159	142	16	4	0	26	19	67	964	23	34	0	319	310	0	0	149	19	127	213	0	26	193	26	0	262	0	143	584	0	15	179	0	0	0	123	57	18	19	121	0	609	89	115	2	104	37	14	0	184	0	0	61	100	2732	0	0	296	0	0	107	55	16	0	6	0	26
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptococcales___f__Peptococcaceae___g__Peptococcus	0	0	0	0	8	42	4	6	13	0	0	0	0	2	6	3	12	0	28	0	0	3	0	0	0	0	15	0	25	0	17	0	100	5	0	0	6	30	11	27	4	0	0	0	0	0	20	0	12	33	0	3	8	0	0	0	0	0	0	0	11	0	3	0	8	0	0	0	4	0	0	0	0	0	8	10	0	6	4	0	5	7	0	8	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Family XIII AD3011 group	4	4	105	3	147	8	0	55	139	0	31	141	152	2	79	81	168	81	12	64	10	39	71	0	0	0	207	11	103	28	92	0	55	51	55	0	197	40	193	13	130	0	0	11	84	19	13	0	47	42	0	3	0	0	0	11	0	14	0	7	3	2	5	4	58	9	0	0	0	8	4	0	0	27	19	86	20	0	42	16	7	4	6	3	1	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Family XIII UCG-001	6	22	11	0	28	0	12	0	19	0	6	17	7	0	16	0	0	28	5	0	0	0	11	0	6	0	19	13	10	10	4	0	113	13	61	10	31	59	15	9	13	0	0	0	14	0	12	0	7	28	0	0	0	0	0	0	12	0	5	0	7	0	5	0	11	0	0	0	0	11	5	2	0	2	11	16	10	0	0	3	6	0	0	0	4	4	0	2
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__Mogibacterium	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	21	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__[Eubacterium] brachy group	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	24	4	10	0	0	0	18	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Anaerovoracaceae___g__[Eubacterium] sulci group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Family XI___g__Fenollaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Family XI___g__Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Family XI___g__Peptoniphilus	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Asaccharospora	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Intestinibacter	0	52	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	17	0	40	27	8	16	0	4	0	8	181	0	0	0	0	18	0	0	0	0	0	0	139	31	0	58	20	0	0	0	0	0	12	0	0	0	11	10	0	0	0	0	0	0	0	7	0	0	0	18	0	0	0	0	0	0	0	6	0	0	28	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Paeniclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Peptostreptococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Romboutsia	41	106	96	40	13	0	233	44	112	35	19	26	56	195	8	74	114	124	108	50	15	26	363	95	398	37	91	33	80	127	118	0	375	539	161	116	5	95	21	145	54	1345	0	240	358	32	17	663	127	74	37	91	89	10	64	0	147	39	5	0	101	156	64	22	123	10	38	587	22	17	167	29	59	0	79	172	104	540	25	110	47	13	215	87	113	92	24	61
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__Terrisporobacter	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	71	0	0	0	0	9	0	11	0	0	8	0	0	0	0	0	0	0	0	0	0	10	200	0	0	53	22	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	17	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Peptostreptococcaceae___g__[Eubacterium] tenue group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Clostridia___o__Peptostreptococcales-Tissierellales___f__Sedimentibacteraceae___g__Sedimentibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Acidaminococcus	0	85	47	0	0	0	8	87	0	0	0	0	23	0	77	110	0	0	0	0	0	0	0	20	41	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Phascolarctobacterium	6	0	0	64	82	0	749	616	1116	57	0	487	238	25	5	837	1611	1428	0	117	23	11125	415	333	14	0	2	2756	5608	248	1540	84	0	361	62	294	27	0	163	2686	556	5491	8	58	408	7	2	0	0	0	54	11	0	10	0	309	0	17	30	73	0	578	18	211	0	40	0	0	7	240	45	0	13	0	275	2	8	0	28	6	181	0	199	42	0	39	0	10
k__Bacteria___p__Bacillota___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Succiniclasticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	1264	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Megamonas	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	0	0	0	543	66	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	22
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Mitsuokella	0	0	0	230	50	59	201	0	0	0	0	0	84	130	60	0	0	0	0	48	0	0	299	75	0	0	0	0	0	0	0	0	0	0	14	0	30	0	0	0	0	0	0	0	0	61	18	0	12	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	29	11	0	8	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Propionispira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Allisonella	0	0	16	9	12	0	9	4	0	0	0	5	12	0	14	7	11	7	0	0	0	0	58	5	22	0	17	10	58	18	0	0	60	23	12	9	0	10	0	8	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	6	24	5	9	0	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Dialister	77	436	2230	1047	998	0	0	0	121	0	131	0	280	230	515	0	181	0	1375	327	139	0	2837	588	3342	784	347	0	557	233	83	0	0	62	593	0	51	300	0	11	0	0	0	0	2894	158	151	7355	222	201	0	4	48	42	55	0	18	145	0	21	32	0	116	0	234	0	32	13	0	0	0	345	73	89	0	831	0	22	128	81	0	98	153	113	252	208	11	14
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Megasphaera	0	0	0	0	0	0	137	81	0	0	0	0	399	155	680	122	0	0	0	0	29	0	0	402	1232	0	234	154	0	0	0	0	0	0	92	0	298	10	0	0	0	0	0	0	0	181	6	0	48	40	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	42	0	48	0
k__Bacteria___p__Bacillota___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella	0	46	0	12	24	14	0	0	62	0	29	29	5	5	0	0	19	0	56	5	0	99	46	256	0	23	259	222	97	211	125	0	124	170	0	8	0	0	0	5	0	80	4	8	83	30	0	42	0	0	23	0	4	0	7	12	35	3	6	274	0	22	4	0	0	123	0	6	0	0	0	0	17	35	3	0	0	0	0	0	20	0	8	24	0	5	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Bacteroidaceae___g__Bacteroides	1730	23537	965	4184	1854	145	9	5768	1295	8654	15998	18656	217	25	101	7045	4106	4530	732	491	610	3862	5823	684	1679	45754	2940	4339	3034	12672	26299	4239	19417	14711	13611	12801	25	1778	558	377	3546	24235	1258	5507	6022	27	1926	1534	550	180	11268	37	283	2259	203	21507	6994	830	4081	6116	4826	13816	12767	3587	6188	838	20130	7371	2074	7250	17750	22218	14494	222	5124	6312	6845	269	548	3237	9222	1258	3727	59	28	2019	323	1208
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae___g__Barnesiella	482	0	117	136	8	21	0	0	0	112	2	0	80	0	0	0	1518	125	18	45	263	182	200	0	85	0	121	280	81	0	2462	367	0	2910	22	1287	0	311	48	19	284	0	0	0	1387	0	2332	0	253	13	60	0	34	38	9	0	1127	0	142	0	318	114	841	729	2728	0	0	0	777	970	377	244	515	21	0	178	2484	13	16	610	619	4	0	0	0	0	32	618
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Barnesiellaceae___g__Coprobacter	12	0	7	5	8	15	0	50	0	27	21	0	0	0	0	72	64	0	0	0	6	0	0	6	3	0	0	10	11	10	0	136	0	152	112	0	0	0	11	0	0	0	0	0	0	0	11	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	139	0	0	176	0	24	0	9	0	26	57	0	56	0	0	2	48	4	0	0	0	0	4	2
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Butyricimonas	28	0	78	27	62	49	0	36	40	0	0	301	51	0	103	115	118	300	14	106	69	46	49	47	38	0	95	23	62	52	160	54	616	176	266	2363	40	109	136	72	0	0	17	0	165	0	40	0	139	152	34	8	235	16	130	569	238	21	78	0	43	5	0	321	99	27	0	41	98	51	220	0	42	155	233	16	325	4	62	354	114	167	276	48	2	54	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Gabonibacter	0	0	7	0	8	0	0	45	0	0	0	0	3	0	0	60	14	25	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Marinifilaceae___g__Odoribacter	388	143	81	118	14	33	6	67	64	21	324	292	17	0	9	99	1502	726	88	30	117	368	311	52	83	0	179	150	209	346	501	68	3107	276	797	570	6	816	28	62	67	0	37	57	190	0	242	0	83	13	78	10	10	17	15	1420	147	163	38	159	216	35	178	500	285	21	175	263	94	103	186	125	283	70	256	134	202	16	116	161	142	32	165	29	3	185	19	37
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Porphyromonadaceae___g__Porphyromonas	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Hoylesella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Leyella	0	0	244	0	350	285	1680	0	331	0	0	0	1776	2821	2609	0	0	846	1863	465	0	0	328	2844	949	0	1196	1814	6093	8225	0	0	0	0	570	0	1123	212	6764	1478	2729	0	909	12965	1623	3182	0	6796	0	617	0	1494	0	15283	1783	0	0	3318	0	0	0	0	0	0	0	2935	0	0	0	0	9205	0	0	1411	0	1085	0	1156	1940	0	0	230	2935	1329	1984	0	337	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Massiliprevotella	0	0	252	0	68	293	23	94	75	0	834	0	179	15	66	160	0	0	0	0	0	1639	250	0	570	0	0	0	1787	0	0	0	0	1762	0	0	0	0	0	0	209	2207	0	0	0	73	0	0	92	9	0	2	176	0	0	0	0	0	401	0	0	0	0	0	0	150	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	52	36	0	38	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Paraprevotella	0	0	0	0	0	266	0	490	112	99	1607	0	64	0	0	612	1716	712	111	72	0	0	0	66	0	0	0	369	195	2574	0	0	3	0	0	130	0	104	107	44	619	580	19	0	561	12	639	0	17	0	258	0	0	123	213	0	0	160	507	464	540	0	0	157	121	0	0	0	0	96	512	0	131	10	234	574	280	39	33	22	341	39	780	9	0	199	11	100
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	10	6	0	0	0	0	682	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae Ga6A1 group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae NK3B31 group	0	0	0	0	0	0	0	0	0	0	0	0	154	97	151	0	0	0	0	67	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	146	0	0	0	139	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	29	0	0	0	0	144	0	0	142	0	83	37	0	29	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae UCG-001	0	0	0	0	0	0	0	5	0	0	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae UCG-003	0	0	0	0	0	0	0	0	0	0	0	0	0	64	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Prevotellaceae UCG-004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria___p__Bacteroidota___c__Bacteroidia___o__Bacteroidales___f__Prevotellaceae___g__Segatella	6513	0	23172	36032	14086	13848	27852	0	7081	6113	6774	12228	17254	37288	8141	0	6898	7684	23623	11752	14301	19598	18951	31492	43443	4504	21776	23419	10362	0	12	0	0	0	1151	0	664	16464	9239	29480	7856	2142	258	6180	32963	15228	4858	45017	5004	6743	0	6584	12416	0	9186	1237	0	16363	11988	3522	11739	0	0	11349	928	15667	0	0	3329	10152	0	0	8979	12364	757	497	1197	12642	13138	933	9903	13356	11234	17058	18325	17454	6433	11014
