clade_name	DN1	DN10	DN11	DN12	DN13	DN14	DN15	DN2	DN3	DN4	DN5	DN6	DN7	DN8	DN9	HN1	HN10	HN11	HN12	HN13	HN14	HN15	HN2	HN3	HN4	HN5	HN6	HN7	HN8	HN9
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Acidaminococcus	0	0	0	0	0	0	0	0	0	1502	0	0	0	0	0	209	0	0	0	0	0	0	0	415	78	10	0	0	0	819
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Acidaminococcales___f__Acidaminococcaceae___g__Phascolarctobacterium	103	24	0	0	8	0	26	0	59	0	0	61	0	0	119	195	103	397	427	0	0	0	0	0	29	0	0	56	113	14
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales	0	0	0	871	0	365	34	0	0	0	2337	11	444	778	6	95	35	311	0	1588	1769	675	24	1859	14	3866	0	5131	261	797
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	12	0	79	0	11
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	54	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Selenomonadaceae___g__Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	25	0	11
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae	0	0	0	871	0	365	34	0	0	0	2337	11	444	778	6	95	35	311	0	1588	1769	529	24	1859	14	3854	0	5052	261	786
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Allisonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0	16	0	406	0	35	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Dialister	0	0	0	871	0	365	32	0	0	0	2337	11	444	122	0	0	0	202	0	1506	1769	136	0	1372	12	3448	0	5006	147	221
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	393	0	445	0	0	0	0	0	398
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Negativicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria___p__Firmicutes___c__Negativicutes___o__Veillonellales-Selenomonadales___f__Veillonellaceae___g__Veillonella	0	0	0	0	0	0	2	0	0	0	0	0	0	189	6	14	4	109	0	82	0	0	24	26	0	0	0	11	114	167
d__Bacteria___p__Fusobacteriota	0	0	0	0	0	0	12	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia	0	0	0	0	0	0	12	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales	0	0	0	0	0	0	12	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Fusobacteriaceae	0	0	0	0	0	0	12	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0
d__Bacteria___p__Fusobacteriota___c__Fusobacteriia___o__Fusobacteriales___f__Fusobacteriaceae___g__Fusobacterium	0	0	0	0	0	0	12	0	0	0	0	0	0	753	0	0	0	0	0	0	0	0	10	0	0	0	0	5	0	0
d__Bacteria___p__Proteobacteria	244	148	146	27	21	18	188	106	169	1133	170	54	5	702	15	1402	182	674	655	221	0	29	2	521	2058	1031	0	355	782	4301
d__Bacteria___p__Proteobacteria___c__Alphaproteobacteria	0	0	0	0	0	0	0	0	7	246	0	27	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	0	0
d__Bacteria___p__Proteobacteria___c__Alphaproteobacteria___o__Rhodospirillales	0	0	0	0	0	0	0	0	7	246	0	19	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Alphaproteobacteria___o__Rickettsiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
d__Bacteria___p__Proteobacteria___c__Alphaproteobacteria___o__Rickettsiales___f__Mitochondria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria	244	148	146	27	21	18	188	106	162	887	170	27	5	702	15	1402	173	674	655	221	0	29	2	521	2058	1031	0	349	782	4301
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Aeromonadales	0	0	112	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	182	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Aeromonadales___f__Succinivibrionaceae	0	0	112	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	182	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Aeromonadales___f__Succinivibrionaceae___g__Succinivibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales	126	35	13	2	4	18	188	27	135	850	170	21	0	105	15	1372	155	620	655	157	0	22	0	418	93	17	0	0	670	1264
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Comamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Oxalobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Oxalobacteraceae___g__Oxalobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae	126	35	13	2	4	18	188	27	135	850	170	21	0	105	15	1372	118	620	655	157	0	22	0	418	93	17	0	0	223	1264
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Parasutterella	126	35	0	0	4	18	188	27	125	850	170	21	0	105	9	55	47	620	655	0	0	22	0	3	10	12	0	0	223	1093
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Burkholderiales___f__Sutterellaceae___g__Sutterella	0	0	13	2	0	0	0	0	10	0	0	0	0	0	6	1317	71	0	0	157	0	0	0	415	83	5	0	0	0	171
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales	112	111	21	23	17	0	0	64	27	37	0	6	5	597	0	0	12	0	0	0	0	7	0	13	1965	1006	0	27	49	52
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae	112	111	21	23	17	0	0	64	27	37	0	6	5	597	0	0	12	0	0	0	0	7	0	13	1965	1006	0	27	49	52
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Citrobacter	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Escherichia/Shigella	0	111	21	23	17	0	0	64	27	37	0	6	5	490	0	0	12	0	0	0	0	7	0	0	1965	1006	0	0	49	36
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Enterobacterales___f__Enterobacteriaceae___g__Klebsiella	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	16
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pasteurellales	6	2	0	0	0	0	0	15	0	0	0	0	0	0	0	30	3	54	0	64	0	0	2	78	0	3	0	140	63	2980
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pasteurellales___f__Pasteurellaceae	6	2	0	0	0	0	0	15	0	0	0	0	0	0	0	30	3	54	0	64	0	0	2	78	0	3	0	140	63	2980
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pasteurellales___f__Pasteurellaceae___g__Haemophilus	6	2	0	0	0	0	0	15	0	0	0	0	0	0	0	30	3	54	0	64	0	0	2	78	0	3	0	140	63	2980
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pseudomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	5
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pseudomonadales___f__Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	5
d__Bacteria___p__Proteobacteria___c__Gammaproteobacteria___o__Pseudomonadales___f__Pseudomonadaceae___g__Pseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	0	0	5
d__Bacteria___p__Synergistota	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria___p__Synergistota___c__Synergistia	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria___p__Synergistota___c__Synergistia___o__Synergistales	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria___p__Synergistota___c__Synergistia___o__Synergistales___f__Synergistaceae	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria___p__Synergistota___c__Synergistia___o__Synergistales___f__Synergistaceae___g__Pyramidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
d__Bacteria___p__Synergistota___c__Synergistia___o__Synergistales___f__Synergistaceae___g__Synergistes	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota	0	44	180	22	10	0	0	319	142	0	0	74	122	0	3	40	144	48	65	8	2	0	0	9	95	0	51	0	0	3
d__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	95	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	95	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales___f__Victivallaceae	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	29	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales___f__Victivallaceae___g__Victivallis	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	9	29	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Lentisphaeria___o__Victivallales___f__vadinBE97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiae	0	34	180	22	10	0	0	319	142	0	0	74	122	0	3	40	144	48	65	0	2	0	0	0	0	0	51	0	0	3
d__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiae___o__Opitutales	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiae___o__Opitutales___f__Puniceicoccaceae	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiae___o__Verrucomicrobiales	0	34	180	22	10	0	0	319	142	0	0	65	122	0	3	40	144	48	65	0	2	0	0	0	0	0	51	0	0	3
d__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiae___o__Verrucomicrobiales___f__Akkermansiaceae	0	34	180	22	10	0	0	319	142	0	0	65	122	0	3	40	144	48	65	0	2	0	0	0	0	0	51	0	0	3
d__Bacteria___p__Verrucomicrobiota___c__Verrucomicrobiae___o__Verrucomicrobiales___f__Akkermansiaceae___g__Akkermansia	0	34	180	22	10	0	0	319	142	0	0	65	122	0	3	40	144	48	65	0	2	0	0	0	0	0	51	0	0	3
